recno,C,Seq,RAJ2000,DEJ2000,logPB,WAV,errPos,Angle,FB,e_FB,E_FB,SB,e_SB,E_SB,HB,e_HB,E_HB,Ph,CPCat,CPoff,CPNote,RAWdeg,DEWdeg,RmagW,RAGSdeg,DEGSdeg,zmagGS,RAGdeg,DEGdeg,zmagG,RACdeg,DECdeg,F125Wmag,RATdeg,DETdeg,KsmagT,RASdeg,DESdeg,3_6mag,RAVdeg,DEVdeg,VLAmag,zspec,q_zspec,r_zspec,zL10,zR11,zH14,zS14,zS15,zS16,zF,r_zF,e_zF,E_zF,FExp,SExp,HExp,BR,e_BR,E_BR,Gamma,e_Gamma,E_Gamma,FFB,FSB,FHB,LX,NH,LXc,OType,f_X11ID,X11ID,f_X16ID,X16ID,R13ID,CCat,zCat
21,M,21,52.94987,-27.845926,,-8,0.37,9.23,786.9,40.7,41.9,551.0,29.0,30.3,236.5,29.2,30.5,,GEMS,0.11,,52.949845,-27.845906,23.78,,,,52.949839,-27.84591,23.27,,,,52.949829,-27.845921,22.03,52.949883,-27.845904,21.67,,,,1.065,Secure,2,1.05,1.06,0.99,,,,1.065,zSpec,,,3170000.0,3000000.0,3410000.0,0.377,0.046,0.057,1.96,0.14,0.13,2.57e-15,1.3e-15,1.27e-15,inf,0.0,inf,AGN,,15,,224,149,2,2
27,M,27,52.95613,-27.842692,,-8,0.46,8.86,348.1,33.1,34.2,168.9,19.7,20.8,179.5,26.9,28.0,,TENIS,0.16,,52.956144,-27.842663,26.81,,,,,,,,,,52.956173,-27.842714,22.49,52.956193,-27.842684,21.69,,,,0.943,Insecure,12,2.54,,2.91,,,,2.911,H14,0.55,0.04,3480000.0,3310000.0,3700000.0,0.952,0.166,0.202,1.02,0.19,0.19,1.35e-15,3.15e-16,1.04e-15,inf,1.98e+23,inf,AGN,,21,,237,154,2,1
1,M,1,52.899178,-27.859588,,-8,0.53,12.04,886.7,38.2,39.3,604.3,28.2,29.4,282.9,26.1,27.3,E,GEMS,0.52,,52.899048,-27.859669,21.97,,,,52.899028,-27.859646,22.27,,,,52.899017,-27.859646,20.7,52.899053,-27.859624,20.25,,,,1.628,Secure,16,1.63,1.64,1.62,,,,1.628,zSpec,,,117000.0,107000.0,133000.0,0.374,0.038,0.04,1.78,0.1,0.11,2.42e-14,1.08e-14,1.34e-14,inf,8.91e+20,inf,AGN,,1,,127,1059,1,2
12,M,12,52.938022,-27.830329,-5.7,-8,0.72,9.65,118.1,28.9,30.1,34.1,-1.0,-1.0,103.6,24.7,25.9,,GEMS,0.61,,52.93818,-27.830448,23.62,,,,52.938141,-27.830463,23.31,,,,52.938137,-27.830463,21.29,52.938183,-27.830424,20.95,,,,3.153,Insecure,20,,2.38,2.53,,,,3.153,zSpec,,,2530000.0,2360000.0,2750000.0,5.277,-1.0,-1.0,-0.71,-1.0,-1.0,1.11e-15,-7.44e-17,1.1e-15,inf,1.46e+24,inf,AGN,,10,,,,1,1
15,M,15,52.942631,-27.819647,-2.6,-5,0.8,9.33,72.8,27.3,28.5,36.8,-1.0,-1.0,55.1,22.7,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2670000.0,2520000.0,2890000.0,2.147,-1.0,-1.0,0.18,-1.0,-1.0,4.84e-16,-8.05e-17,4.74e-16,,-1.0,,AGN,,,,,,0,0
8,M,8,52.934481,-27.823753,,-8,0.58,9.79,247.2,30.2,31.3,108.6,17.2,18.3,138.8,25.0,26.2,,SEDS,0.68,,,,,,,,,,,,,,52.934185,-27.823692,24.06,52.934283,-27.823684,23.11,,,,,,,2.54,,2.0,,,,2.535,L10,0.4,1.34,2210000.0,2050000.0,2430000.0,1.077,0.247,0.28,0.88,0.24,0.27,1.59e-15,3.18e-16,1.27e-15,inf,2.16e+23,inf,AGN,,6,,197,169,2,1
3,M,3,52.917119,-27.796253,,-8,0.66,10.67,245.2,22.0,23.1,152.6,14.9,16.1,92.7,16.4,17.6,E,GEMS,0.1,,52.917184,-27.796242,22.14,,,,52.917144,-27.796239,22.26,,,,52.91716,-27.796227,21.21,52.917183,-27.796194,20.89,,,,2.713,Secure,16,2.71,2.73,2.47,,,,2.713,zSpec,,,448000.0,406000.0,507000.0,0.488,0.09,0.112,1.75,0.22,0.22,6.26e-15,2.73e-15,3.53e-15,inf,6.15e+21,inf,AGN,,2,,159,201,2,3
439,M,439,53.103463,-27.933335,,-8,0.23,7.67,1759.7,51.7,52.9,859.1,33.8,34.9,902.0,39.5,40.7,,CANDELS,0.2,,53.103497,-27.933277,24.88,53.103523,-27.933316,23.34,53.103526,-27.933327,23.18,53.103521,-27.933312,22.33,53.103512,-27.933321,21.18,53.103563,-27.933324,20.78,,,,1.049,Secure,8,1.05,0.91,1.15,1.06,1.11,1.09,1.049,zSpec,,,5330000.0,5130000.0,5590000.0,0.964,0.056,0.057,1.03,0.06,0.06,4.47e-15,1.05e-15,3.42e-15,inf,3.33e+22,inf,AGN,,336,,479,60,3,3
384,M,384,53.089248,-27.93045,,-8,0.34,7.62,508.6,35.4,36.9,315.2,24.3,25.7,194.3,26.5,28.2,C,CANDELS,0.26,,53.089141,-27.930332,24.46,53.08917,-27.930462,24.48,53.089172,-27.930477,24.31,53.089169,-27.930466,23.81,53.089169,-27.930443,22.11,53.089233,-27.930444,22.21,,,,2.57,Secure,3,2.54,2.55,2.58,2.56,2.62,2.73,2.57,zSpec,,,5340000.0,5140000.0,5600000.0,0.565,0.083,0.097,1.55,0.16,0.16,1.1e-15,4.12e-16,6.88e-16,inf,3.04e+22,inf,AGN,,294,,469,63,12,8
406,M,406,53.095112,-27.924964,-10.1,-8,0.48,7.24,149.4,26.4,27.5,40.3,13.3,14.5,109.2,22.8,24.0,,CANDELS,0.13,,,,,53.095068,-27.924959,25.82,,,,53.095071,-27.924957,23.71,53.095081,-27.924961,22.55,53.095133,-27.924944,21.52,53.095071,-27.92495,20.18,,,,,1.64,1.9,1.77,1.88,1.78,1.903,H14,0.19,0.09,5580000.0,5430000.0,5780000.0,2.547,0.904,1.28,0.08,0.4,0.43,5.19e-16,4.31e-17,4.76e-16,inf,3.7e+23,inf,AGN,,314,,,,5,4
1024,S,16,53.072068,-27.932214,-2.1,-5,0.84,7.95,62.0,-1.0,-1.0,34.9,14.7,15.8,31.5,-1.0,-1.0,,TENIS,0.98,,53.071966,-27.932435,21.05,,,,53.071986,-27.932478,20.58,53.071994,-27.932476,20.36,53.071995,-27.932478,19.77,53.072023,-27.932444,20.84,,,,0.281,Secure,20,,0.28,0.26,0.29,0.29,0.28,0.281,zSpec,,,4940000.0,4690000.0,5280000.0,0.235,-1.0,-1.0,2.48,-1.0,-1.0,-1.27e-16,6.06e-17,-1.02e-16,inf,0.0,inf,Galaxy,,,,,,2,2
375,M,375,53.087225,-27.929472,,-8,0.34,7.58,514.6,36.8,38.4,153.4,19.3,20.9,362.2,31.4,33.1,C,CANDELS,0.4,,53.087274,-27.929511,25.36,53.087314,-27.929551,25.07,53.087315,-27.929568,25.23,53.087317,-27.929548,23.72,53.087345,-27.929552,21.7,53.087373,-27.929544,21.35,,,,2.9,Insecure,14,,2.83,2.55,2.64,2.62,2.54,2.9,zSpec,,,5380000.0,5170000.0,5650000.0,2.162,0.319,0.345,0.22,0.15,0.16,1.77e-15,1.73e-16,1.59e-15,inf,6.69e+23,inf,AGN,,290,,,63,6,6
464,M,464,53.107532,-27.918804,,-8,0.36,6.79,293.9,26.8,28.0,176.5,17.1,18.3,117.6,21.1,22.3,,CANDELS,0.14,,,,,,,,,,,53.107575,-27.918813,25.71,,,,,,,,,,,,,,,,4.68,,,4.682,S14,0.22,0.19,5680000.0,5590000.0,5800000.0,0.642,0.121,0.145,1.45,0.2,0.21,6.15e-16,2.12e-16,4.03e-16,inf,1.47e+23,inf,AGN,,356,,485,,6,3
1034,S,26,53.113646,-27.914381,-1.6,-5,0.66,6.5,39.5,19.7,20.9,18.7,-1.0,-1.0,36.2,16.9,18.1,,TENIS,1.49,,53.113789,-27.913976,26.27,53.113825,-27.914037,25.19,,,,53.113848,-27.914001,23.69,53.113857,-27.914013,22.65,53.113943,-27.913944,21.82,,,,,,,,1.84,1.83,1.66,1.67,1.76,1.826,H14,0.14,0.06,5770000.0,5700000.0,5850000.0,5.297,-1.0,-1.0,-0.61,-1.0,-1.0,1.66e-16,-1.86e-17,1.75e-16,inf,6.14e+23,inf,AGN,,,,,,5,3
489,M,489,53.11155,-27.909198,-3.4,-6,0.68,6.2,47.8,-1.0,-1.0,31.9,10.6,11.7,19.6,-1.0,-1.0,,CANDELS,0.48,,53.111387,-27.909301,26.49,53.111436,-27.909366,25.59,,,,53.111479,-27.909315,24.26,53.111477,-27.909315,23.27,53.111553,-27.909314,22.18,,,,,,,,3.12,2.64,2.65,2.8,2.74,2.637,H14,0.45,0.12,5710000.0,5660000.0,5770000.0,0.188,-1.0,-1.0,2.69,-1.0,-1.0,-8.02e-17,4.66e-17,-5.61e-17,inf,0.0,inf,AGN,,373,,,,3,2
410,M,410,53.095832,-27.914499,-5.5,-8,0.6,6.61,56.6,19.9,21.1,47.2,11.9,13.0,34.3,-1.0,-1.0,,CANDELS,0.29,,53.095915,-27.914497,21.45,53.095948,-27.914519,20.9,53.095973,-27.914526,20.96,53.095917,-27.914525,20.61,53.095963,-27.914524,19.77,53.095943,-27.914534,19.95,53.09578,-27.914589,19.52,0.659,Secure,6,,0.73,0.63,0.66,0.63,0.65,0.659,zSpec,,,5710000.0,5620000.0,5820000.0,0.343,-1.0,-1.0,2.08,-1.0,-1.0,1.01e-16,6.21e-17,-1.06e-16,inf,0.0,inf,Galaxy,,316,,,,3,2
448,M,448,53.104826,-27.913804,,-8,0.33,6.5,338.7,27.7,28.9,29.8,11.0,12.1,309.1,25.2,26.5,,CANDELS,0.38,,53.104797,-27.913883,23.25,53.104828,-27.913911,21.2,53.10482,-27.913918,21.23,53.104827,-27.913909,20.42,53.10482,-27.913921,19.42,53.104873,-27.913904,19.08,53.104863,-27.913839,18.73,1.09,Secure,2,1.1,1.11,1.09,1.11,1.08,1.11,1.09,zSpec,,,5780000.0,5700000.0,5870000.0,10.094,3.385,4.92,-1.23,0.38,0.39,1.69e-15,2.88e-17,1.66e-15,inf,3.6e+23,inf,AGN,,343,,,77,3,3
434,M,434,53.102714,-27.911916,-14.7,-8,0.43,6.4,145.6,22.2,23.5,67.1,12.7,13.9,78.7,18.5,19.8,,CANDELS,1.69,,53.102163,-27.911895,19.45,53.102191,-27.911917,18.9,53.102189,-27.911931,18.9,53.102183,-27.911908,18.6,53.102184,-27.911928,17.89,53.102223,-27.911894,19.0,53.102196,-27.911922,19.16,0.125,Secure,6,,0.13,0.11,0.14,0.16,0.14,0.125,zSpec,,,5850000.0,5780000.0,5940000.0,1.142,0.311,0.408,0.88,0.3,0.32,3.63e-16,7.29e-17,2.9e-16,inf,9.93e+21,inf,AGN,,333,,,,3,3
390,M,390,53.091716,-27.907667,-17.9,-8,0.46,6.25,112.0,20.3,21.4,92.5,13.4,14.6,41.0,-1.0,-1.0,,CANDELS,0.78,,53.091737,-27.907852,19.62,53.091767,-27.90788,19.16,53.091773,-27.907897,19.16,53.091766,-27.907879,18.89,53.091766,-27.907894,18.28,53.091823,-27.907884,19.13,53.091738,-27.907977,19.13,0.202,Secure,11,0.19,0.19,0.2,0.21,0.34,0.21,0.202,zSpec,,,5760000.0,5700000.0,5830000.0,0.23,-1.0,-1.0,2.48,-1.0,-1.0,1.88e-16,1.29e-16,-1.19e-16,inf,0.0,inf,AGN,,300,,,,3,3
435,M,435,53.102722,-27.903242,,-8,0.39,5.89,152.5,20.3,21.5,41.2,10.4,11.6,111.5,17.4,18.6,,CANDELS,0.25,,53.10279,-27.903175,18.94,53.102806,-27.903232,21.22,53.102677,-27.903328,22.9,53.102801,-27.903239,20.62,53.102802,-27.903242,19.55,53.102833,-27.903214,19.9,,,,0.617,Secure,2,0.6,0.6,0.7,0.65,0.64,0.62,0.617,zSpec,,,5930000.0,5890000.0,5970000.0,2.671,0.707,0.947,0.06,0.29,0.3,5.09e-16,4.13e-17,4.68e-16,inf,7.15e+22,inf,AGN,,332,,,,4,3
451,M,451,53.10497,-27.892777,-4.4,-6,0.51,5.25,52.2,14.7,15.9,29.4,8.6,9.8,43.4,-1.0,-1.0,,CANDELS,0.96,,53.105004,-27.893045,21.85,53.105019,-27.893043,21.25,53.104997,-27.893025,21.26,53.105017,-27.893042,20.5,53.104988,-27.893047,19.21,53.105043,-27.893064,19.09,,,,0.833,Secure,8,,0.86,0.76,0.93,0.96,0.92,0.833,zSpec,,,6030000.0,6020000.0,6030000.0,0.86,-1.0,-1.0,1.17,-1.0,-1.0,1.14e-16,3.18e-17,-1.48e-16,inf,1.83e+22,inf,Galaxy,,345,,,,3,2
292,M,292,53.06776,-27.923348,,-8,0.39,7.52,306.5,30.6,31.8,134.2,17.6,18.7,172.5,25.3,26.5,,TENIS,0.26,,,,,,,,,,,,,,53.067738,-27.923416,23.18,53.067763,-27.923414,22.55,,,,,,,2.36,,3.98,,,2.02,2.364,L10,0.1,0.31,5260000.0,5050000.0,5540000.0,1.173,0.207,0.269,0.84,0.21,0.2,8.48e-16,1.64e-16,6.84e-16,inf,1.99e+23,inf,AGN,,230,,,67,1,2
260,M,260,53.060687,-27.906056,,-8,0.24,6.72,983.1,38.9,40.1,453.9,24.7,25.8,530.1,30.3,31.5,,TENIS,0.4,,53.060625,-27.905974,26.64,,,,,,,,,,53.060745,-27.905958,22.52,53.060713,-27.906024,22.56,,,,2.561,Insecure,9,1.44,1.64,1.31,,,2.47,1.307,H14,0.05,0.1,5540000.0,5430000.0,5690000.0,1.113,0.085,0.091,0.9,0.08,0.08,2.56e-15,5.28e-16,2.03e-15,inf,5.91e+22,inf,AGN,,207,,438,84,3,3
303,M,303,53.070767,-27.900328,-11.6,-8,0.48,6.18,94.4,19.5,20.7,71.6,12.6,13.7,45.4,-1.0,-1.0,,CANDELS,0.19,,,,,53.070799,-27.900367,25.47,53.070796,-27.900383,25.62,53.070804,-27.900369,23.71,53.070808,-27.90037,22.94,53.070853,-27.900384,22.53,,,,,,,1.5,2.22,,1.55,,1.46,1.499,L10,0.07,0.04,5600000.0,5530000.0,5680000.0,0.393,-1.0,-1.0,1.95,-1.0,-1.0,1.76e-16,9.41e-17,-1.46e-16,inf,0.0,inf,AGN,,238,,,,4,2
349,M,349,53.080567,-27.901741,,-8,0.35,6.07,231.5,24.5,25.6,180.8,18.3,19.4,50.9,16.8,18.0,,CANDELS,0.66,,53.080317,-27.901669,22.27,53.080216,-27.901705,20.19,53.080358,-27.901694,20.52,53.080369,-27.901687,19.53,53.080353,-27.901701,18.36,53.080433,-27.901694,18.58,,,,0.964,Secure,2,0.95,0.96,0.97,0.95,0.96,0.96,0.964,zSpec,,,5750000.0,5700000.0,5820000.0,0.276,0.086,0.122,2.3,0.37,0.37,3.95e-16,2.43e-16,1.52e-16,inf,0.0,inf,Galaxy,,269,,,87,3,5
373,M,373,53.087015,-27.89509,-4.7,-5,0.5,5.59,62.7,17.5,19.6,26.2,-1.0,-1.0,48.6,14.9,17.0,C,CANDELS,1.65,,53.087136,-27.895512,24.92,53.087077,-27.895543,23.22,53.087076,-27.895555,23.08,53.087098,-27.895543,22.22,53.087078,-27.895557,21.09,53.087133,-27.895564,20.65,,,,1.044,Insecure,8,,1.11,1.0,1.09,1.05,1.05,1.044,zSpec,,,5980000.0,5950000.0,6010000.0,3.764,-1.0,-1.0,-0.29,-1.0,-1.0,2.32e-16,-2.59e-17,2.21e-16,inf,1.83e+23,inf,AGN,,,,,,3,3
376,M,376,53.087313,-27.894277,-5.3,-6,0.5,5.53,62.6,16.9,18.9,17.4,-1.0,-1.0,55.9,15.0,17.0,C,CANDELS,0.22,,,,,53.087297,-27.894215,24.81,53.087294,-27.894228,25.1,53.087292,-27.894219,23.0,53.087292,-27.894234,21.65,53.087343,-27.894234,21.08,,,,1.437,Insecure,24,,1.64,1.37,1.62,1.54,1.61,1.437,zSpec,,,5990000.0,5960000.0,6010000.0,6.847,-1.0,-1.0,-0.86,-1.0,-1.0,2.78e-16,-1.68e-17,2.81e-16,inf,4.57e+23,inf,AGN,,,,,,3,2
422,M,422,53.098601,-27.890096,-12.7,-8,0.44,5.14,77.4,14.6,15.7,52.6,9.6,10.8,44.3,-1.0,-1.0,,CANDELS,0.34,,53.098671,-27.890079,21.45,53.098705,-27.890097,20.39,53.098703,-27.890105,20.53,53.098709,-27.890098,19.96,53.098705,-27.890104,19.03,53.098763,-27.890104,19.55,,,,0.532,Secure,8,0.52,0.53,0.54,0.55,0.54,0.53,0.532,zSpec,,,5880000.0,5870000.0,5880000.0,0.507,-1.0,-1.0,1.7,-1.0,-1.0,1.45e-16,6.23e-17,-1.42e-16,inf,1.26e+21,inf,Galaxy,,323,,,,4,4
282,M,282,53.065728,-27.890321,-7.9,-8,0.57,5.76,45.5,15.6,16.8,47.1,10.3,11.4,20.0,-1.0,-1.0,,CANDELS,0.58,,53.065779,-27.890168,23.02,53.065825,-27.890182,21.78,53.065817,-27.890196,21.8,53.065828,-27.890188,21.13,53.065826,-27.890194,20.01,53.065873,-27.890194,20.11,,,,0.674,Secure,2,0.64,0.45,0.67,0.67,0.65,0.64,0.674,zSpec,,,5620000.0,5580000.0,5660000.0,0.101,-1.0,-1.0,3.0,-1.0,-1.0,7.79e-17,7.44e-17,-5.62e-17,inf,0.0,inf,Galaxy,,223,,,,4,3
392,M,392,53.092336,-27.87697,-6.1,-8,0.46,4.46,49.5,11.9,13.1,16.1,6.3,7.5,33.4,10.1,11.4,,CANDELS,0.22,,,,,53.092319,-27.877012,26.72,,,,53.092302,-27.877025,24.84,53.09227,-27.877028,23.46,53.092353,-27.877034,22.66,,,,,,,,2.06,2.06,1.84,2.02,1.88,2.06,H14,0.13,0.28,6030000.0,6030000.0,6010000.0,2.077,0.874,1.533,0.32,0.53,0.53,1.49e-16,1.63e-17,1.32e-16,inf,3.32e+23,inf,AGN,,303,,,,3,2
364,M,364,53.08441,-27.872645,-13.1,-8,0.45,4.37,52.0,11.5,12.7,43.2,8.2,9.4,21.0,-1.0,-1.0,,CANDELS,0.45,,53.084378,-27.872752,20.61,53.084418,-27.872771,19.77,53.084424,-27.872792,19.83,53.084419,-27.872769,19.41,53.084423,-27.872778,18.45,53.084483,-27.872794,19.18,53.084446,-27.872783,19.21,0.343,Secure,2,,0.35,0.33,0.35,0.42,0.35,0.343,zSpec,,,5650000.0,5660000.0,5640000.0,0.272,-1.0,-1.0,2.33,-1.0,-1.0,8.97e-17,5.95e-17,-6.45e-17,inf,0.0,inf,Galaxy,,281,,,,3,2
372,M,372,53.086818,-27.872943,,-8,0.21,4.34,548.6,26.3,27.4,351.5,20.1,21.3,198.0,17.1,18.3,,CANDELS,0.36,,,,,,,,,,,53.086772,-27.873035,25.58,,,,53.086893,-27.872984,23.18,,,,,,,,,1.75,1.77,0.11,0.0,1.75,H14,0.38,0.24,5770000.0,5770000.0,5750000.0,0.565,0.056,0.061,1.6,0.1,0.1,1.08e-15,4.21e-16,6.61e-16,inf,1.17e+22,inf,AGN,,288,,468,112,8,6
570,M,570,53.126987,-27.899188,-4.2,-7,0.52,5.61,56.5,15.9,17.1,23.1,8.6,9.7,33.5,13.5,14.7,,CANDELS,0.85,,,,,53.12681,-27.899087,26.4,,,,53.126902,-27.898965,24.48,53.1269,-27.899033,22.27,53.126943,-27.898964,21.49,,,,,,,,1.64,2.35,2.48,2.57,2.69,2.349,H14,0.06,0.06,6060000.0,6040000.0,6070000.0,1.443,0.731,1.202,0.66,0.59,0.7,1.48e-16,2.37e-17,1.24e-16,inf,2.69e+23,inf,AGN,,,,,,7,7
544,M,544,53.123495,-27.901206,-2.4,-5,0.61,5.72,58.7,-1.0,-1.0,11.4,-1.0,-1.0,35.6,14.1,15.3,,CANDELS,1.03,,53.123192,-27.90133,24.42,53.123211,-27.901343,23.07,53.123187,-27.90135,23.42,53.123206,-27.901334,22.7,53.123234,-27.901354,21.51,53.123243,-27.901344,21.17,,,,0.823,Insecure,20,,1.06,0.86,0.84,0.92,0.85,0.823,zSpec,,,5990000.0,5960000.0,6010000.0,8.132,-1.0,-1.0,-1.01,-1.0,-1.0,-2.66e-16,-1.08e-17,1.78e-16,inf,2.15e+23,inf,AGN,,406,,,,3,3
573,M,573,53.12798,-27.895815,-2.5,-6,0.7,5.41,42.1,-1.0,-1.0,20.6,8.2,9.4,19.6,-1.0,-1.0,,CANDELS,0.8,,53.128185,-27.895641,23.51,53.128077,-27.895608,23.94,53.128076,-27.895623,23.82,53.128078,-27.895611,23.63,53.128239,-27.895679,22.29,,,,,,,1.793,Insecure,25,,1.06,1.35,1.82,0.05,,1.793,zSpec,,,6090000.0,6070000.0,6090000.0,0.4,-1.0,-1.0,1.93,-1.0,-1.0,-7.18e-17,2.44e-17,-5.87e-17,inf,0.0,inf,Galaxy,,,,,,6,5
647,M,647,53.144278,-27.890219,-8.7,-8,0.5,5.24,52.8,13.8,15.0,42.4,9.1,10.3,26.3,-1.0,-1.0,,CANDELS,0.49,,53.144186,-27.89009,22.95,53.144188,-27.890111,21.96,53.144173,-27.890156,22.01,53.144184,-27.890111,21.51,53.144176,-27.890121,20.7,53.144213,-27.890144,20.43,,,,1.107,Secure,8,,1.11,1.1,1.09,1.09,1.03,1.107,zSpec,,,5990000.0,5990000.0,5980000.0,0.316,-1.0,-1.0,2.17,-1.0,-1.0,8.74e-17,5.3e-17,-7.75e-17,inf,0.0,inf,Galaxy,,476,,,1044,3,3
658,M,658,53.146672,-27.888297,,-8,0.21,5.17,839.8,33.2,34.3,313.2,19.5,20.6,527.7,26.9,28.2,,CANDELS,0.1,,,,,53.146692,-27.888327,25.91,,,,53.146691,-27.888321,24.1,53.146713,-27.888342,23.05,,,,,,,,,,1.9,1.57,1.84,1.87,1.85,1.85,1.844,H14,0.07,0.08,6050000.0,6050000.0,6040000.0,1.688,0.137,0.133,0.51,0.07,0.08,2.34e-15,3.18e-16,2.02e-15,inf,2.05e+23,inf,AGN,,486,,530,102,3,4
622,M,622,53.139141,-27.890442,-4.0,-5,0.63,5.19,47.4,-1.0,-1.0,25.8,8.1,9.3,18.1,-1.0,-1.0,,SEDS,0.92,,,,,,,,,,,53.139294,-27.890687,26.96,,,,53.139283,-27.890664,22.75,,,,,,,,,1.9,4.96,5.23,3.6,1.903,H14,0.15,0.29,5950000.0,5940000.0,5940000.0,0.26,-1.0,-1.0,2.36,-1.0,-1.0,-7.69e-17,3.37e-17,-5.23e-17,inf,0.0,inf,AGN,,,,,,2,1
1041,S,33,53.141662,-27.880604,-2.0,-5,0.59,4.65,25.0,11.2,12.5,10.1,6.0,7.2,14.9,9.6,10.9,,TENIS,0.8,,53.141658,-27.880826,22.77,53.141658,-27.880813,22.38,53.141649,-27.880734,22.51,53.141642,-27.88084,22.2,53.141647,-27.880825,21.86,53.141683,-27.880834,22.66,,,,0.435,Secure,16,,0.45,0.44,0.44,0.46,0.44,0.435,zSpec,,,6070000.0,6070000.0,6050000.0,1.476,1.093,3.726,0.65,1.21,1.33,6.57e-17,1.04e-17,5.53e-17,inf,2.62e+22,inf,AGN,,,,,,3,2
549,M,549,53.124083,-27.891171,-36.5,-8,0.33,5.12,188.9,19.2,20.4,35.6,8.7,9.9,153.5,17.0,18.2,,CANDELS,0.07,,,,,53.124095,-27.8912,26.73,,,,53.124084,-27.89119,24.21,53.124069,-27.891222,21.93,53.124133,-27.891214,21.3,,,,,,,2.71,3.78,2.53,2.62,2.46,2.61,2.527,H14,0.23,0.16,6090000.0,6080000.0,6080000.0,4.314,1.082,1.304,-0.39,0.25,0.28,7.15e-16,3.4e-17,6.81e-16,inf,1.04e+24,inf,AGN,,410,,,,5,5
547,M,547,53.123992,-27.887649,-5.0,-5,0.54,4.91,37.3,12.6,13.8,27.4,7.7,8.9,25.1,-1.0,-1.0,,CANDELS,0.76,,,,,53.124032,-27.887372,26.42,,,,53.1241,-27.887461,24.17,53.124069,-27.887436,22.39,53.124143,-27.887484,22.08,,,,,,,,2.46,2.07,2.52,2.19,2.44,2.068,H14,0.08,0.06,6120000.0,6110000.0,6110000.0,0.442,-1.0,-1.0,1.84,-1.0,-1.0,6.47e-17,3.18e-17,-7.6e-17,inf,0.0,inf,AGN,,,,,,6,4
564,M,564,53.12562,-27.886493,-13.4,-8,0.46,4.84,58.2,13.3,14.4,51.6,9.2,10.4,21.2,-1.0,-1.0,,CANDELS,0.22,,53.125542,-27.886456,26.27,53.125579,-27.886473,26.0,,,,53.125571,-27.886451,24.4,53.125603,-27.886454,23.33,53.125623,-27.886454,22.08,,,,,,,2.71,2.55,2.49,2.6,2.57,2.62,2.492,H14,0.12,0.3,6180000.0,6180000.0,6170000.0,0.204,-1.0,-1.0,2.6,-1.0,-1.0,8.95e-17,6.78e-17,-5.73e-17,inf,0.0,inf,AGN,,422,,,,5,4
480,M,480,53.110551,-27.888267,-4.4,-5,0.61,4.95,46.1,-1.0,-1.0,25.4,7.6,8.8,17.0,-1.0,-1.0,,CANDELS,0.63,,53.110377,-27.888201,22.53,53.110381,-27.888224,21.61,53.110352,-27.888235,21.78,53.110359,-27.888229,21.38,53.110367,-27.888241,20.7,53.110433,-27.888244,20.65,,,,1.101,Insecure,23,,1.16,1.11,1.11,1.05,1.09,1.101,zSpec,,,5960000.0,5950000.0,5950000.0,0.277,-1.0,-1.0,2.3,-1.0,-1.0,-7.51e-17,3.26e-17,-4.95e-17,inf,0.0,inf,Galaxy,,,,,,6,7
496,M,496,53.112705,-27.888419,-6.4,-8,0.47,4.95,57.5,13.3,14.5,23.1,7.3,8.5,34.5,11.2,12.5,,CANDELS,0.04,,53.112711,-27.888398,23.74,53.112709,-27.888425,22.26,53.112699,-27.888433,22.3,53.112704,-27.88843,21.51,53.112698,-27.888437,20.51,53.112753,-27.888474,20.14,,,,1.103,Secure,8,,1.11,1.15,1.08,1.13,1.06,1.103,zSpec,,,5880000.0,5880000.0,5880000.0,1.495,0.611,0.882,0.63,0.45,0.52,1.57e-16,2.42e-17,1.32e-16,inf,7.28e+22,inf,AGN,,376,,,,3,2
521,M,521,53.118614,-27.884805,-5.0,-8,0.49,4.72,46.9,12.4,13.6,14.0,6.3,7.5,33.0,10.8,12.0,,CANDELS,0.16,,,,,53.118579,-27.884775,26.43,,,,53.118574,-27.88478,25.24,,,,53.118423,-27.884924,22.22,,,,,,,,3.02,2.13,2.87,2.74,2.98,2.129,H14,0.13,0.4,6020000.0,6020000.0,6010000.0,2.355,1.123,2.068,0.19,0.61,0.63,1.47e-16,1.4e-17,1.33e-16,inf,4.11e+23,inf,AGN,,388,,,,7,4
581,M,581,53.130449,-27.888709,-4.6,-5,0.61,5.0,46.6,-1.0,-1.0,25.9,7.7,8.9,17.3,-1.0,-1.0,,CANDELS,0.82,,53.130699,-27.888619,23.31,53.130705,-27.888642,21.19,53.130685,-27.888646,21.49,53.130698,-27.888651,20.15,53.130688,-27.888655,18.94,53.130733,-27.888654,18.95,,,,0.741,Insecure,11,,0.91,1.16,1.13,1.05,1.13,0.741,zSpec,,,6060000.0,6060000.0,6050000.0,0.326,-1.0,-1.0,2.14,-1.0,-1.0,-7.62e-17,3.17e-17,-5.03e-17,inf,0.0,inf,Galaxy,,,,,,3,2
