recno,C,Seq,RAJ2000,DEJ2000,logPB,WAV,errPos,Angle,FB,e_FB,E_FB,SB,e_SB,E_SB,HB,e_HB,E_HB,Ph,CPCat,CPoff,CPNote,RAWdeg,DEWdeg,RmagW,RAGSdeg,DEGSdeg,zmagGS,RAGdeg,DEGdeg,zmagG,RACdeg,DECdeg,F125Wmag,RATdeg,DETdeg,KsmagT,RASdeg,DESdeg,3_6mag,RAVdeg,DEVdeg,VLAmag,zspec,q_zspec,r_zspec,zL10,zR11,zH14,zS14,zS15,zS16,zF,r_zF,e_zF,E_zF,FExp,SExp,HExp,BR,e_BR,E_BR,Gamma,e_Gamma,E_Gamma,FFB,FSB,FHB,LX,NH,LXc,OType,f_X11ID,X11ID,f_X16ID,X16ID,R13ID,CCat,zCat
565,M,565,53.125732,-27.884969,-16.9,-8,0.43,4.75,70.7,13.3,14.5,56.7,9.5,10.6,28.1,-1.0,-1.0,,CANDELS,0.5,,53.125685,-27.884971,21.4,53.125589,-27.884982,21.24,53.125578,-27.884969,21.3,53.125577,-27.884953,21.26,53.125626,-27.884995,20.29,53.125713,-27.885014,20.69,,,,0.648,Secure,2,,0.64,0.64,0.64,0.57,0.61,0.648,zSpec,,,6190000.0,6190000.0,6180000.0,0.283,-1.0,-1.0,2.28,-1.0,-1.0,1.11e-16,6.99e-17,-7.88e-17,inf,0.0,inf,Galaxy,,423,,,,6,8
548,M,548,53.12407,-27.881374,-8.9,-8,0.43,4.53,64.9,14.1,16.1,22.0,7.5,9.4,43.2,12.1,14.2,C,CANDELS,0.22,,,,,,,,,,,53.124122,-27.881415,26.03,,,,,,,,,,,,,,,2.52,2.88,2.49,2.77,2.516,H14,0.23,0.13,6160000.0,6160000.0,6150000.0,1.966,0.748,1.101,0.37,0.43,0.47,1.9e-16,2.21e-17,1.68e-16,inf,4.8e+23,inf,AGN,,,,,,3,1
555,M,555,53.12471,-27.881135,-6.3,-6,0.47,4.52,47.7,12.2,13.9,29.4,8.1,9.7,36.0,-1.0,-1.0,C,CANDELS,0.25,,53.1247,-27.881187,25.71,53.124694,-27.881194,23.72,53.124686,-27.881197,23.84,53.124699,-27.881203,22.75,53.124683,-27.88121,21.74,53.124763,-27.881214,21.64,,,,1.017,Secure,8,,1.06,1.2,1.0,1.01,1.02,1.017,zSpec,,,6170000.0,6180000.0,6160000.0,0.665,-1.0,-1.0,1.43,-1.0,-1.0,9.36e-17,3.21e-17,-1.16e-16,inf,1.11e+22,inf,AGN,,416,,,,3,2
568,M,568,53.126242,-27.877122,-2.9,-5,0.65,4.29,30.4,-1.0,-1.0,15.5,6.0,7.2,13.6,-1.0,-1.0,,CANDELS,0.36,,53.126333,-27.877083,23.04,53.126351,-27.877099,21.53,53.126347,-27.877092,21.55,53.126352,-27.877104,20.81,53.12635,-27.877104,19.49,53.126383,-27.877124,19.55,,,,0.706,Secure,11,,0.69,0.71,0.78,0.72,0.7,0.706,zSpec,,,6160000.0,6170000.0,6140000.0,0.293,-1.0,-1.0,2.25,-1.0,-1.0,-4.83e-17,1.91e-17,-3.85e-17,inf,0.0,inf,Galaxy,,,,,,3,2
711,M,711,53.157312,-27.870054,,-8,0.14,4.37,9130.3,101.7,102.9,6173.3,82.5,83.6,2969.2,59.9,61.1,,CANDELS,0.1,,53.157353,-27.87006,24.84,53.157337,-27.87007,23.5,53.157337,-27.870057,23.55,53.157337,-27.870073,21.85,53.157341,-27.870077,20.46,53.157373,-27.870114,19.58,53.157321,-27.870061,18.89,1.603,Secure,2,1.69,1.64,1.81,1.67,1.83,1.97,1.603,zSpec,,,6030000.0,6040000.0,6010000.0,0.483,0.012,0.012,1.75,0.02,0.02,1.64e-14,7.19e-15,9.25e-15,inf,2.21e+21,inf,AGN,,518,,542,118,5,3
736,M,736,53.163142,-27.868456,-8.0,-8,0.49,4.45,39.7,11.1,12.3,32.1,7.5,8.7,20.3,-1.0,-1.0,,CANDELS,0.04,,53.163174,-27.868527,26.81,53.163153,-27.868457,24.86,53.163142,-27.868449,25.12,53.163154,-27.86846,23.91,53.163147,-27.868467,23.18,53.163183,-27.868514,22.66,,,,1.074,Insecure,24,,1.11,1.58,1.03,1.11,0.99,1.074,zSpec,,,6000000.0,6000000.0,5980000.0,0.324,-1.0,-1.0,2.14,-1.0,-1.0,6.58e-17,4e-17,-6.03e-17,inf,0.0,inf,AGN,,538,,,,5,2
747,M,747,53.165484,-27.865165,-7.0,-8,0.51,4.36,35.4,10.7,11.9,28.3,7.1,8.3,19.7,-1.0,-1.0,,CANDELS,0.05,,53.16551,-27.865169,21.1,53.165489,-27.865173,20.6,53.165477,-27.86516,20.63,53.16548,-27.865178,20.47,53.165474,-27.865177,19.95,53.165503,-27.865204,20.79,,,,0.413,Secure,6,,0.42,0.38,0.4,0.44,0.4,0.413,zSpec,,,5870000.0,5870000.0,5850000.0,0.334,-1.0,-1.0,2.12,-1.0,-1.0,6.03e-17,3.59e-17,-6e-17,inf,0.0,inf,Galaxy,,548,,,,3,2
720,M,720,53.160779,-27.865013,-4.6,-6,0.54,4.21,26.9,9.8,11.0,20.0,6.2,7.4,19.0,-1.0,-1.0,,CANDELS,0.86,,53.160835,-27.865245,22.62,53.160821,-27.865237,22.12,53.160815,-27.865231,22.12,53.160835,-27.865246,21.94,53.160828,-27.865248,21.56,53.160793,-27.865244,22.27,,,,0.416,Secure,16,,0.42,0.43,0.41,0.42,0.42,0.416,zSpec,,,5980000.0,5990000.0,5960000.0,0.485,-1.0,-1.0,1.75,-1.0,-1.0,4.89e-17,2.35e-17,-5.96e-17,inf,5.33e+20,inf,Galaxy,,,,,,5,4
623,M,623,53.139317,-27.87441,-16.2,-8,0.38,4.26,83.2,12.9,14.1,42.2,8.0,9.2,41.1,10.2,11.5,,CANDELS,0.29,,,,,,,,,,,53.139317,-27.87449,26.52,,,,53.139373,-27.874474,22.64,53.13928,-27.874422,18.53,,,,3.1,3.02,3.88,3.54,3.67,3.6,3.876,H14,0.38,0.01,6080000.0,6080000.0,6050000.0,0.977,0.28,0.348,1.05,0.3,0.33,1.87e-16,4.48e-17,1.42e-16,inf,3e+23,inf,AGN,,460,,,,3,4
657,M,657,53.146513,-27.870917,-32.4,-8,0.33,4.18,124.0,14.5,15.7,29.5,7.0,8.2,94.6,12.7,13.9,,CANDELS,0.22,,,,,,,,,,,53.146568,-27.870953,26.65,,,,53.146583,-27.870994,23.08,,,,,,,7.62,,2.47,4.97,4.7,3.64,2.475,H14,0.85,1.06,6120000.0,6130000.0,6100000.0,3.222,0.805,0.988,-0.1,0.26,0.28,4.24e-16,2.86e-17,3.96e-16,inf,7.76e+23,inf,AGN,,485,,,,2,2
684,M,684,53.150972,-27.868271,-2.6,-5,0.55,4.13,24.9,9.7,10.9,13.6,5.7,6.9,24.4,-1.0,-1.0,,CANDELS,0.33,,53.150895,-27.868302,22.79,53.150881,-27.868318,21.22,53.150883,-27.868306,21.35,53.150879,-27.868311,20.48,53.150879,-27.868317,19.32,53.150893,-27.868344,19.35,,,,0.762,Secure,8,,0.77,0.75,0.78,0.76,0.76,0.762,zSpec,,,6130000.0,6140000.0,6110000.0,1.039,-1.0,-1.0,1.0,-1.0,-1.0,5.77e-17,1.42e-17,-8.44e-17,inf,2.43e+22,inf,Galaxy,,,,,,3,2
617,M,617,53.137971,-27.868187,,-8,0.26,3.88,229.8,17.6,18.8,148.2,13.3,14.4,82.0,11.7,13.0,,CANDELS,0.18,,,,,,,,,,,53.137993,-27.868234,26.72,53.138,-27.86821,24.03,53.138033,-27.868234,23.23,,,,,,,2.36,,3.17,3.49,3.02,3.59,3.173,H14,0.4,0.36,6250000.0,6260000.0,6220000.0,0.556,0.086,0.105,1.61,0.17,0.17,4.16e-16,1.63e-16,2.52e-16,inf,3.22e+22,inf,AGN,,456,,,,3,2
1043,S,35,53.142256,-27.865251,-1.7,-5,0.66,3.78,12.1,8.6,9.9,5.0,-1.0,-1.0,17.1,7.9,9.1,,TENIS,0.6,,53.142389,-27.865106,24.84,53.142537,-27.865187,25.78,,,,53.142254,-27.865169,24.13,53.14238,-27.865124,22.06,53.142293,-27.865154,21.88,,,,,,,,2.38,2.13,2.48,2.5,2.54,2.133,H14,0.06,0.15,6290000.0,6300000.0,6270000.0,14.575,-1.0,-1.0,-1.52,-1.0,-1.0,5.82e-17,-4.46e-18,8.72e-17,inf,1.41e+24,inf,AGN,,,,,,9,6
607,M,607,53.136381,-27.864161,,-8,0.14,3.62,1367.5,39.8,40.9,848.8,30.6,31.7,521.1,25.6,26.8,,CANDELS,0.13,,,,,,,,53.136397,-27.864188,22.23,53.136394,-27.864197,20.45,53.13641,-27.864168,19.8,53.136413,-27.864224,19.86,,,,,,,0.35,0.35,1.95,1.76,1.6,1.66,1.949,H14,0.01,0.01,6290000.0,6300000.0,6270000.0,0.617,0.036,0.04,1.51,0.06,0.06,2.53e-15,9.18e-16,1.61e-15,inf,2.18e+22,inf,AGN,,450,,518,124,3,3
705,M,705,53.156269,-27.86084,-4.6,-5,0.49,3.87,32.2,9.3,10.4,16.7,5.5,6.8,29.4,-1.0,-1.0,,CANDELS,0.33,,53.156246,-27.860777,24.83,53.156193,-27.860775,23.98,53.156171,-27.860766,24.19,53.156202,-27.860772,23.89,53.156193,-27.860786,24.4,53.156173,-27.860804,24.24,,,,0.687,Secure,15,,0.73,0.7,0.75,0.65,0.7,0.687,zSpec,,,6050000.0,6060000.0,6030000.0,0.982,-1.0,-1.0,1.05,-1.0,-1.0,7.34e-17,1.78e-17,-1.02e-16,inf,1.94e+22,inf,AGN,,515,,,,3,2
725,M,725,53.161561,-27.859342,-35.3,-8,0.32,3.95,122.9,13.9,15.1,65.0,9.2,10.4,58.2,10.6,11.8,,CANDELS,0.07,,,,,,,,,,,53.16157,-27.85936,27.07,,,,,,,,,,,,,,,2.14,1.45,2.23,2.11,2.143,H14,0.56,0.37,5880000.0,5890000.0,5850000.0,0.9,0.186,0.244,1.14,0.23,0.23,2.77e-16,7.24e-17,2.05e-16,inf,8.36e+22,inf,AGN,,,,,,6,4
699,M,699,53.155368,-27.857572,-6.1,-7,0.46,3.68,34.5,9.2,10.3,21.6,6.0,7.2,25.4,-1.0,-1.0,,CANDELS,0.82,,,,,,,,,,,53.155623,-27.857595,20.79,53.155544,-27.857599,19.61,53.155613,-27.857604,20.02,,,,,,,,0.16,0.49,0.52,0.53,0.55,0.486,H14,0.02,0.01,6000000.0,6010000.0,5980000.0,0.68,-1.0,-1.0,1.42,-1.0,-1.0,6.94e-17,2.43e-17,-8.36e-17,inf,5.36e+21,inf,Galaxy,,510,,,,7,5
662,M,662,53.147951,-27.861886,-3.3,-6,0.62,3.71,31.1,-1.0,-1.0,14.2,5.3,6.5,14.0,-1.0,-1.0,,CANDELS,0.35,,,,,53.148053,-27.861833,27.04,,,,53.148047,-27.861841,26.77,53.147911,-27.861805,25.05,53.148053,-27.861894,24.71,,,,,,,,,0.9,0.08,4.64,4.68,0.905,H14,0.11,0.21,6280000.0,6290000.0,6260000.0,0.424,-1.0,-1.0,1.88,-1.0,-1.0,-5.19e-17,1.62e-17,-4.1e-17,inf,0.0,inf,AGN,,,,,,5,2
682,M,682,53.15069,-27.85734,,-8,0.19,3.54,517.1,24.9,26.1,320.0,18.9,20.1,198.1,16.3,17.6,,CANDELS,0.05,,53.150706,-27.857352,25.59,53.150703,-27.857346,24.08,53.150732,-27.857404,24.59,53.150705,-27.857342,22.78,53.1507,-27.857347,21.65,53.150753,-27.857374,21.03,53.15078,-27.857477,20.27,1.613,Secure,8,1.63,1.64,1.67,1.52,1.59,1.54,1.613,zSpec,,,6120000.0,6120000.0,6090000.0,0.622,0.059,0.069,1.51,0.1,0.1,9.85e-16,3.56e-16,6.29e-16,inf,1.61e+22,inf,AGN,,499,,,136,4,3
675,M,675,53.14993,-27.854998,-5.7,-5,0.55,3.4,18.4,7.7,8.9,19.6,5.7,6.9,9.5,-1.0,-1.0,,CANDELS,0.38,,53.149849,-27.855071,20.6,53.149846,-27.855075,20.03,53.149854,-27.855064,20.01,53.149849,-27.855076,19.84,53.149868,-27.85507,19.1,53.149913,-27.855094,20.09,,,,0.358,Secure,2,,0.35,0.35,0.35,0.39,0.37,0.358,zSpec,,,6030000.0,6040000.0,6010000.0,0.136,-1.0,-1.0,3.0,-1.0,-1.0,2.87e-17,2.83e-17,-2.49e-17,inf,0.0,inf,Galaxy,,494,,,136,4,2
484,M,484,53.110834,-27.883818,-4.3,-5,0.52,4.68,38.6,11.4,12.6,22.4,7.0,8.2,32.0,-1.0,-1.0,,CANDELS,1.11,,,,,53.110537,-27.883734,28.13,,,,53.11053,-27.883666,26.22,53.110504,-27.883677,25.32,53.110573,-27.883724,25.33,,,,,,,,,2.34,0.75,2.73,2.47,2.343,H14,0.17,0.18,6050000.0,6040000.0,6030000.0,0.715,-1.0,-1.0,1.36,-1.0,-1.0,7.89e-17,2.48e-17,-1.06e-16,inf,5.4e+22,inf,AGN,,,,,,3,1
1032,S,24,53.111492,-27.873836,-1.2,-5,0.82,4.08,17.6,-1.0,-1.0,6.9,4.8,6.0,11.1,-1.0,-1.0,,TENIS,0.12,,53.111544,-27.873787,24.29,53.111499,-27.873849,24.15,53.111496,-27.873864,24.22,53.111501,-27.87385,23.95,53.11153,-27.873831,22.79,53.111633,-27.873824,23.18,,,,3.562,Secure,8,,3.55,3.6,3.49,3.52,3.55,3.562,zSpec,,,6030000.0,6030000.0,6000000.0,0.372,-1.0,-1.0,2.01,-1.0,-1.0,-2.97e-17,8.32e-18,-3.34e-17,inf,0.0,inf,Galaxy,,,,,,6,6
453,M,453,53.105304,-27.875214,-4.6,-7,0.52,4.2,31.2,10.0,11.2,20.5,6.3,7.5,22.9,-1.0,-1.0,,CANDELS,0.21,,,,,53.105324,-27.87514,28.16,,,,53.10528,-27.875161,24.87,53.105217,-27.875162,22.6,53.105263,-27.875124,21.28,,,,,,,2.54,2.83,2.61,0.08,2.66,2.68,2.609,H14,1.24,0.17,6040000.0,6040000.0,6020000.0,0.658,-1.0,-1.0,1.45,-1.0,-1.0,6.15e-17,2.29e-17,-7.45e-17,inf,4.87e+22,inf,AGN,,348,,,,5,3
515,M,515,53.117143,-27.876317,-3.4,-5,0.52,4.22,30.4,10.4,11.8,17.2,-1.0,-1.0,21.2,8.7,10.2,,CANDELS,0.46,,,,,53.117262,-27.876253,23.21,53.117249,-27.876253,23.27,53.117264,-27.876249,22.38,53.117256,-27.876259,21.1,53.117293,-27.876264,20.65,,,,1.158,Insecure,8,,1.06,0.94,1.16,1.11,1.05,1.158,zSpec,,,6000000.0,6000000.0,5980000.0,2.247,-1.0,-1.0,0.24,-1.0,-1.0,9.15e-17,-1.74e-17,8.6e-17,inf,1.29e+23,inf,Galaxy,,,,,,3,2
511,M,511,53.11626,-27.87651,-4.5,-5,0.51,4.23,33.4,9.9,11.3,18.9,6.2,7.6,29.0,-1.0,-1.0,,CANDELS,0.39,,53.116362,-27.876529,20.55,53.116372,-27.876546,20.03,53.116359,-27.876573,20.0,53.116377,-27.876546,19.82,53.116379,-27.876553,19.25,53.116433,-27.876564,20.39,,,,0.384,Secure,8,,0.38,0.39,0.38,0.38,0.38,0.384,zSpec,,,5970000.0,5970000.0,5950000.0,0.73,-1.0,-1.0,1.34,-1.0,-1.0,6.97e-17,2.1e-17,-9.77e-17,inf,5.84e+21,inf,Galaxy,,,,,,3,2
525,M,525,53.119255,-27.873677,-8.6,-8,0.44,4.06,47.6,10.8,11.9,30.4,7.0,8.2,32.0,-1.0,-1.0,,CANDELS,0.2,,,,,53.119273,-27.873723,26.62,,,,53.119281,-27.873727,24.05,53.119339,-27.873735,22.61,53.119353,-27.873754,22.05,,,,,,,,1.91,2.0,1.85,1.89,1.9,2.002,H14,0.09,0.09,6070000.0,6080000.0,6050000.0,0.601,-1.0,-1.0,1.54,-1.0,-1.0,9.12e-17,3.42e-17,-1.03e-16,inf,2.03e+22,inf,AGN,,390,,,,5,4
514,M,514,53.116995,-27.867225,-3.1,-7,0.56,3.67,19.6,8.2,9.4,13.4,5.2,6.4,16.7,-1.0,-1.0,,CANDELS,0.3,,53.117015,-27.86729,21.44,53.117029,-27.867309,20.26,53.117023,-27.867314,20.38,53.117027,-27.867303,19.73,53.117027,-27.867311,18.88,53.117103,-27.867334,19.45,,,,0.56,Secure,8,,0.56,0.55,0.56,0.56,0.56,0.56,zSpec,,,6060000.0,6070000.0,6030000.0,0.494,-1.0,-1.0,1.73,-1.0,-1.0,3.54e-17,1.55e-17,-5.2e-17,inf,9.15e+20,inf,Galaxy,,,,,,3,2
472,M,472,53.108645,-27.868781,-3.9,-6,0.49,3.79,30.6,9.6,10.9,15.4,-1.0,-1.0,22.7,8.1,9.3,,CANDELS,1.02,,,,,53.108828,-27.868545,28.09,,,,53.108825,-27.868547,26.27,,,,53.108793,-27.868404,25.29,,,,,,,,,0.64,3.83,3.91,4.09,0.64,H14,0.06,2.86,6110000.0,6120000.0,6080000.0,2.6,-1.0,-1.0,0.11,-1.0,-1.0,9.47e-17,-1.52e-17,9.13e-17,inf,7.03e+22,inf,AGN,,,,,,4,2
540,M,540,53.122229,-27.865465,-4.7,-7,0.48,3.57,29.6,8.6,9.8,17.1,5.4,6.6,24.9,-1.0,-1.0,,CANDELS,0.4,,53.122144,-27.865355,22.55,53.122166,-27.865376,22.27,53.122182,-27.865372,22.28,53.122157,-27.865375,22.2,53.122158,-27.865385,21.6,53.122223,-27.865394,22.5,,,,0.51,Secure,16,0.49,0.49,0.51,0.52,0.53,0.52,0.51,zSpec,,,6290000.0,6290000.0,6260000.0,0.816,-1.0,-1.0,1.24,-1.0,-1.0,6.08e-17,1.8e-17,-8.03e-17,inf,9.44e+21,inf,Galaxy,,404,,,1058,4,3
404,M,404,53.094841,-27.873318,,-8,0.31,4.22,157.1,15.5,16.7,87.6,10.6,11.8,69.7,11.5,12.7,,CANDELS,0.05,,53.094801,-27.873283,20.35,53.094833,-27.873306,19.85,53.094833,-27.873317,19.84,53.094832,-27.873306,19.56,53.094833,-27.87331,19.27,53.094913,-27.873344,20.2,,,,0.131,Secure,2,0.13,0.13,0.09,0.14,0.15,0.13,0.131,zSpec,,,5860000.0,5870000.0,5840000.0,0.8,0.154,0.178,1.25,0.2,0.21,3.41e-16,9.83e-17,2.42e-16,inf,4.59e+21,inf,Galaxy,,312,,,,4,3
416,M,416,53.097179,-27.865787,-5.2,-6,0.56,3.75,20.2,8.3,9.5,19.4,5.8,7.0,11.8,-1.0,-1.0,,CANDELS,0.16,,53.097183,-27.865721,23.58,53.097232,-27.865781,23.36,53.097233,-27.865794,23.4,53.097229,-27.86578,22.94,53.097202,-27.865772,21.6,53.097263,-27.865794,21.67,,,,3.47,Secure,8,,3.78,3.57,3.54,3.78,3.61,3.47,zSpec,,,5970000.0,5980000.0,5940000.0,0.225,-1.0,-1.0,2.5,-1.0,-1.0,3.19e-17,2.57e-17,-3.34e-17,inf,0.0,inf,AGN,,,,,,9,9
454,M,454,53.105992,-27.865164,-4.8,-5,0.48,3.6,30.0,8.8,10.0,17.9,5.6,6.8,24.5,-1.0,-1.0,,CANDELS,0.23,,53.106079,-27.865137,21.63,53.10609,-27.865164,20.76,53.106065,-27.865195,20.79,53.106064,-27.865178,20.43,53.106064,-27.865177,19.56,53.106133,-27.865194,19.88,,,,0.673,Secure,11,,0.69,0.69,0.69,0.64,0.66,0.673,zSpec,,,6270000.0,6280000.0,6240000.0,0.768,-1.0,-1.0,1.3,-1.0,-1.0,6.02e-17,1.89e-17,-7.85e-17,inf,1.05e+22,inf,Galaxy,,,,,,3,2
503,M,503,53.1141,-27.854363,-2.4,-5,0.53,2.9,16.2,6.8,8.1,15.0,-1.0,-1.0,19.0,-1.0,-1.0,,CANDELS,0.5,,,,,53.114082,-27.854356,27.17,,,,53.114161,-27.85449,25.8,53.11417,-27.85454,23.52,53.114213,-27.854514,23.02,,,,,,,,,2.9,2.78,2.97,3.13,2.9,H14,0.16,0.13,6270000.0,6270000.0,6250000.0,-1.0,-1.0,-1.0,1.4,-1.0,-1.0,3.14e-17,-1.61e-17,-5.98e-17,inf,7.01e+22,inf,AGN,,,,,,6,3
433,M,433,53.102598,-27.860506,-3.7,-6,0.6,3.37,27.1,-1.0,-1.0,13.8,5.0,6.2,10.6,-1.0,-1.0,,CANDELS,0.4,,,,,53.102617,-27.860622,26.89,,,,53.102619,-27.860617,25.58,,,,53.102663,-27.860644,22.83,,,,,,,,,0.7,4.29,4.41,4.19,0.702,H14,0.09,0.19,6080000.0,6090000.0,6050000.0,0.335,-1.0,-1.0,2.11,-1.0,-1.0,-4.43e-17,1.69e-17,-3.1e-17,inf,0.0,inf,AGN,,331,,,,7,5
465,M,465,53.107543,-27.855644,,-8,0.26,3.02,159.3,14.3,15.4,115.2,11.5,12.6,44.3,8.7,9.9,,CANDELS,0.08,,,,,,,,,,,53.107557,-27.855662,25.63,53.107563,-27.8557,23.04,53.107633,-27.855694,22.35,,,,,,,2.71,2.38,2.68,2.57,2.55,2.58,2.682,H14,0.18,0.13,6260000.0,6270000.0,6240000.0,0.387,0.076,0.097,1.98,0.22,0.22,2.62e-16,1.34e-16,1.28e-16,inf,0.0,inf,AGN,,354,,,,8,5
475,M,475,53.109217,-27.852987,-4.3,-8,0.5,2.85,19.5,6.9,8.1,13.3,4.6,5.8,14.9,-1.0,-1.0,,CANDELS,0.36,,53.109157,-27.852866,22.23,53.109172,-27.852892,21.09,53.109165,-27.852921,21.15,53.10916,-27.852902,20.66,53.109158,-27.852905,19.36,53.109223,-27.852934,19.48,,,,0.671,Secure,11,,0.73,0.71,0.78,0.73,0.66,0.671,zSpec,,,6280000.0,6280000.0,6250000.0,0.611,-1.0,-1.0,1.53,-1.0,-1.0,3.61e-17,1.44e-17,-4.59e-17,inf,4.72e+21,inf,Galaxy,,362,,,,3,2
546,M,546,53.123843,-27.862651,,-8,0.21,3.41,344.1,21.1,22.3,44.2,7.6,8.8,300.2,19.7,20.9,,CANDELS,0.32,,,,,,,,,,,53.123817,-27.862736,24.3,,,,,,,,,,,,,5.25,,1.42,2.41,3.72,2.7,1.42,H14,0.06,0.09,6300000.0,6300000.0,6270000.0,6.825,1.219,1.294,-0.8,0.16,0.19,1.4e-15,4.09e-17,1.36e-15,inf,4.3e+23,inf,AGN,,409,,504,125,7,5
561,M,561,53.125289,-27.861208,-5.5,-5,0.45,3.33,32.4,8.7,9.9,16.6,5.3,6.5,15.9,6.9,8.2,,CANDELS,0.22,,53.125289,-27.861258,20.91,53.125304,-27.861265,19.88,53.125307,-27.861271,20.06,53.1253,-27.86127,19.26,53.125298,-27.861275,18.45,53.125373,-27.861294,19.23,,,,0.532,Secure,20,,0.53,0.53,0.53,0.51,0.53,0.532,zSpec,,,6340000.0,6350000.0,6320000.0,0.963,0.456,0.793,1.08,0.58,0.63,6.9e-17,1.7e-17,5.2e-17,inf,1.44e+22,inf,Galaxy,,,,,1058,3,2
606,M,606,53.136377,-27.850662,-4.2,-5,0.56,2.85,26.6,-1.0,-1.0,13.6,4.7,5.9,10.1,-1.0,-1.0,,CANDELS,0.08,,53.136377,-27.850664,22.32,53.136385,-27.850688,20.78,53.136388,-27.850689,20.96,53.136387,-27.850682,19.95,53.136379,-27.850691,19.02,53.136453,-27.850704,19.39,,,,0.735,Secure,8,,0.73,0.73,0.73,0.65,0.73,0.735,zSpec,,,6380000.0,6390000.0,6360000.0,0.162,-1.0,-1.0,2.83,-1.0,-1.0,-3.89e-17,1.8e-17,-2.56e-17,inf,0.0,inf,Galaxy,,,,,,3,4
610,M,610,53.137184,-27.844686,-8.2,-8,0.4,2.54,33.9,7.8,9.0,19.3,5.2,6.4,14.6,6.0,7.3,,CANDELS,0.2,,53.137201,-27.844623,23.29,53.137203,-27.844632,23.15,53.137205,-27.844632,23.2,53.137202,-27.844632,22.52,53.137199,-27.844635,21.73,53.137263,-27.844664,21.73,,,,2.031,Secure,24,,2.38,2.39,2.54,2.56,2.21,2.031,zSpec,,,6420000.0,6420000.0,6400000.0,0.761,0.314,0.527,1.32,0.51,0.52,6.56e-17,2.01e-17,4.55e-17,inf,4.69e+22,inf,Galaxy,,451,,,,3,2
634,M,634,53.14174,-27.845285,-3.4,-5,0.49,2.67,18.3,6.5,7.8,9.8,4.0,5.3,18.1,-1.0,-1.0,,CANDELS,0.21,,53.14168,-27.84529,25.95,53.141678,-27.845287,24.93,53.141683,-27.845287,24.96,53.141673,-27.845287,24.42,53.141697,-27.845308,24.31,,,,,,,,,,,1.39,1.36,1.37,1.4,1.38,1.363,H14,0.03,0.04,6220000.0,6230000.0,6200000.0,0.89,-1.0,-1.0,1.16,-1.0,-1.0,3.9e-17,1.04e-17,-5.95e-17,inf,3.6e+22,inf,AGN,,,,,,4,4
1039,S,31,53.139257,-27.844568,-1.3,-5,0.6,2.58,9.5,6.0,7.3,6.8,-1.0,-1.0,8.0,5.2,6.5,,TENIS,1.12,,53.138875,-27.844625,25.41,53.1389,-27.844636,24.78,53.138904,-27.844631,24.52,53.138898,-27.844638,23.78,53.138912,-27.844629,22.76,53.138953,-27.844484,22.76,,,,,,,,2.14,2.02,2.08,2.01,2.03,2.019,H14,0.04,0.06,6360000.0,6370000.0,6340000.0,3.293,-1.0,-1.0,-0.1,-1.0,-1.0,3.03e-17,-6.37e-18,3.18e-17,inf,4.97e+23,inf,AGN,,,,,,5,5
611,M,611,53.137393,-27.841621,-23.8,-8,0.35,2.37,47.7,8.5,9.7,37.9,6.7,7.9,18.5,-1.0,-1.0,,CANDELS,0.35,,53.137517,-27.841675,22.09,53.137506,-27.841695,20.84,53.137476,-27.841679,20.93,53.137479,-27.841684,20.26,53.137482,-27.841688,19.01,53.137553,-27.841704,19.19,53.137405,-27.841533,19.39,0.669,Secure,8,0.68,0.69,0.69,0.68,0.69,0.65,0.669,zSpec,,,6280000.0,6280000.0,6260000.0,0.271,-1.0,-1.0,2.34,-1.0,-1.0,7.34e-17,4.69e-17,-5.07e-17,inf,0.0,inf,Galaxy,,453,,,,4,3
632,M,632,53.141634,-27.841332,-5.2,-7,0.46,2.47,21.1,6.6,7.8,13.6,4.4,5.7,16.2,-1.0,-1.0,,CANDELS,0.58,,53.141875,-27.841365,23.94,53.141844,-27.841354,22.84,53.141939,-27.841373,23.62,53.141817,-27.84134,22.16,53.141842,-27.841351,21.05,53.141863,-27.841354,20.53,,,,1.384,Secure,8,,1.39,1.39,1.38,1.43,1.39,1.384,zSpec,,,6090000.0,6100000.0,6070000.0,0.63,-1.0,-1.0,1.51,-1.0,-1.0,4.08e-17,1.55e-17,-5.16e-17,inf,1.26e+22,inf,Galaxy,,467,,,,4,2
551,M,551,53.124357,-27.851585,,-8,0.15,2.75,756.4,30.0,31.2,230.2,16.0,17.1,527.6,25.5,26.7,,CANDELS,0.11,,53.124358,-27.851605,24.73,53.124369,-27.851616,24.62,53.12438,-27.851619,24.67,53.124365,-27.851616,24.02,53.124359,-27.851593,21.84,53.124443,-27.851634,21.88,,,,3.7,Secure,2,3.64,3.55,3.69,3.45,3.55,3.65,3.7,zSpec,,,6460000.0,6460000.0,6440000.0,2.3,0.183,0.209,0.24,0.08,0.08,2.16e-15,2.17e-16,1.94e-15,inf,8.65e+23,inf,AGN,,412,,,144,7,6
