name,ra_,dec_,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,likelihood_class,conf_flag,sat_src_flag,streak_src_flag,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_w,flux_aper_lolim_w,flux_aper_hilim_w,flux_aper_avg_b,flux_aper_avg_lolim_b,flux_aper_avg_hilim_b,flux_aper_avg_w,flux_aper_avg_lolim_w,flux_aper90_b,flux_aper90_lolim_b,flux_aper90_hilim_b,flux_aper90_h,flux_aper90_lolim_h,flux_aper90_hilim_h,flux_aper90_m,flux_aper90_avg_b,flux_aper90_avg_lolim_b,flux_aper90_avg_hilim_b,dither_warning_flag,extent_flag,pileup_flag,var_flag,var_inter_hard_flag,man_add_flag,man_inc_flag,man_match_flag,man_pos_flag,man_reg_flag,likelihood,flux_aper90_avg_h,flux_aper90_avg_lolim_h,flux_aper90_avg_hilim_h,flux_aper90_avg_m,flux_aper90_avg_lolim_m,flux_aper90_avg_hilim_m,flux_aper90_avg_s,flux_aper90_avg_lolim_s,flux_aper90_avg_hilim_s,flux_aper90_avg_u,flux_aper90_avg_lolim_u,flux_aper90_avg_hilim_u,flux_aper90_avg_w,flux_aper90_avg_lolim_w,flux_aper90_avg_hilim_w,flux_aper90_lolim_m,flux_aper90_hilim_m,flux_aper90_s,flux_aper90_lolim_s,flux_aper90_hilim_s,flux_aper90_u,flux_aper90_lolim_u,flux_aper90_hilim_u,flux_aper90_w,flux_aper90_lolim_w,flux_aper90_hilim_w,flux_aper_avg_hilim_w,ra,dec,e_pos,field,catalog,flux,cat
2CXO J033244.6-274836, 03 32 44.61,-27 48 36.13,0.31,0.3,1.5,21.63,                TRUE,FALSE,FALSE,FALSE,1.059e-15,9.978e-16,1.117e-15,         ,         ,         ,1.063e-15,1.002e-15,1.121e-15,         ,         ,1.096e-15,1.039e-15,1.150e-15,7.809e-16,7.181e-16,8.396e-16,2.520e-16,1.101e-15,1.043e-15,1.155e-15, TRUE,FALSE,FALSE, TRUE,FALSE,FALSE,False,FALSE,FALSE,FALSE,1476.445,7.806e-16,7.180e-16,8.391e-16,2.497e-16,2.325e-16,2.669e-16,9.253e-17,7.954e-17,1.055e-16,1.116e-16,4.463e-17,1.785e-16,         ,         ,         ,2.345e-16,2.695e-16,9.207e-17,7.910e-17,1.050e-16,1.127e-16,4.507e-17,1.803e-16,         ,         ,         ,         ,53.185875,-27.810036111111113,0.31,ECDFS,CSC2.1,1.101e-15,CSC2.1
2CXO J033244.7-274727, 03 32 44.82,-27 47 27.70,0.63,0.5,123.3,4.34,                TRUE, TRUE,FALSE,FALSE,0.000e+00,0.000e+00,2.993e-17,         ,         ,         ,0.000e+00,0.000e+00,2.996e-17,         ,         ,0.000e+00,0.000e+00,3.210e-17,0.000e+00,0.000e+00,2.631e-17,1.668e-17,0.000e+00,0.000e+00,3.007e-17,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,31.7715,0.000e+00,0.000e+00,2.518e-17,1.653e-17,1.142e-17,2.164e-17,2.773e-17,1.900e-17,3.647e-17,0.000e+00,0.000e+00,7.812e-17,         ,         ,         ,1.152e-17,2.183e-17,2.712e-17,1.791e-17,3.581e-17,0.000e+00,0.000e+00,5.862e-17,         ,         ,         ,         ,53.186749999999996,-27.791027777777778,0.63,ECDFS,CSC2.1,0.0,CSC2.1
2CXO J033245.0-274738, 03 32 45.07,-27 47 38.92,1.19,0.57,75.6,3.67,                TRUE,FALSE,FALSE,FALSE,         ,         ,         ,         ,         ,         ,0.000e+00,0.000e+00,4.587e-17,         ,         ,0.000e+00,0.000e+00,4.010e-17,0.000e+00,0.000e+00,3.438e-17,1.134e-17,0.000e+00,0.000e+00,4.196e-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False,FALSE,FALSE, TRUE,51.00333,0.000e+00,0.000e+00,3.434e-17,1.173e-17,7.085e-18,1.612e-17,7.592e-18,3.037e-18,1.193e-17,         ,         ,         ,         ,         ,         ,6.755e-18,1.568e-17,7.587e-18,3.035e-18,1.192e-17,0.000e+00,0.000e+00,2.620e-17,         ,         ,         ,         ,53.18779166666667,-27.794144444444445,1.19,ECDFS,CSC2.1,0.0,CSC2.1
2CXO J033245.0-275438, 03 32 45.02,-27 54 39.22,0.92,0.92,0.0,5.25,                TRUE,FALSE,FALSE,FALSE,0.000e+00,0.000e+00,4.520e-17,         ,         ,         ,0.000e+00,0.000e+00,4.289e-17,         ,         ,0.000e+00,0.000e+00,3.428e-17,0.000e+00,0.000e+00,4.526e-17,2.816e-17,0.000e+00,0.000e+00,3.240e-17, TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,False,FALSE,FALSE,FALSE,30.84109,0.000e+00,0.000e+00,3.912e-17,2.737e-17,1.053e-17,4.421e-17,0.000e+00,0.000e+00,4.898e-17,1.106e-16,2.766e-17,1.936e-16,         ,         ,         ,8.665e-18,4.765e-17,0.000e+00,0.000e+00,5.352e-17,1.186e-16,2.497e-17,2.122e-16,         ,         ,         ,         ,53.187583333333336,-27.910894444444445,0.92,ECDFS,CSC2.1,0.0,CSC2.1
2CXO J033245.1-274724, 03 32 45.12,-27 47 24.40,0.42,0.35,74.9,4.39,                TRUE, TRUE,FALSE,FALSE,0.000e+00,0.000e+00,3.029e-17,         ,         ,         ,0.000e+00,0.000e+00,3.103e-17,         ,         ,1.399e-17,0.000e+00,6.839e-17,0.000e+00,0.000e+00,3.545e-17,2.263e-17,1.083e-17,0.000e+00,6.805e-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False,FALSE,FALSE,FALSE,53.73094,         ,         ,         ,2.310e-17,1.714e-17,2.907e-17,2.134e-17,1.358e-17,2.910e-17,         ,         ,         ,         ,         ,         ,1.643e-17,2.847e-17,2.101e-17,1.242e-17,2.961e-17,         ,         ,         ,         ,         ,         ,         ,53.187999999999995,-27.790111111111113,0.42,ECDFS,CSC2.1,1.083e-17,CSC2.1
2CXO J033245.2-273943, 03 32 45.23,-27 39 44.73,1.5,1.5,0.0,4.86,            MARGINAL,FALSE,FALSE,FALSE,0.000e+00,0.000e+00,8.080e-17,         ,         ,         ,0.000e+00,0.000e+00,9.894e-17,         ,         ,9.300e-17,0.000e+00,2.504e-16,0.000e+00,0.000e+00,1.299e-16,2.040e-16,0.000e+00,0.000e+00,2.041e-16,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,17.7558,2.064e-17,0.000e+00,2.821e-16,1.699e-16,1.333e-16,2.043e-16,0.000e+00,0.000e+00,3.179e-17,0.000e+00,0.000e+00,1.767e-16,         ,         ,         ,1.179e-16,2.856e-16,0.000e+00,0.000e+00,1.376e-16,0.000e+00,0.000e+00,1.005e-17,         ,         ,         ,         ,53.18845833333333,-27.662425,1.5,ECDFS,CSC2.1,0.0,CSC2.1
2CXO J033245.2-275415, 03 32 45.29,-27 54 15.59,0.75,0.73,29.0,5.43,                TRUE, TRUE,FALSE,FALSE,1.534e-16,1.704e-17,2.841e-16,         ,         ,         ,3.190e-16,1.803e-16,4.508e-16,         ,         ,2.660e-16,1.606e-16,3.713e-16,2.490e-16,1.383e-16,3.542e-16,1.717e-17,3.470e-16,2.478e-16,4.406e-16,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,42.18011,3.366e-16,2.373e-16,4.359e-16,1.787e-17,0.000e+00,4.468e-17,0.000e+00,0.000e+00,2.309e-17,0.000e+00,0.000e+00,4.971e-17,         ,         ,         ,0.000e+00,4.747e-17,0.000e+00,0.000e+00,2.423e-17,0.000e+00,0.000e+00,3.047e-17,         ,         ,         ,         ,53.18870833333333,-27.904330555555553,0.75,ECDFS,CSC2.1,3.47e-16,CSC2.1
2CXO J033245.7-274213, 03 32 45.71,-27 42 13.15,0.46,0.36,82.2,15.1,                TRUE, TRUE,FALSE,FALSE,8.194e-16,6.727e-16,9.660e-16,         ,         ,         ,8.194e-16,6.727e-16,9.660e-16,         ,         ,1.032e-15,9.192e-16,1.146e-15,1.298e-15,1.164e-15,1.424e-15,1.490e-16,1.032e-15,9.192e-16,1.146e-15, TRUE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,484.104,1.298e-15,1.164e-15,1.424e-15,1.490e-16,1.319e-16,1.661e-16,0.000e+00,0.000e+00,2.087e-17,0.000e+00,0.000e+00,6.284e-17,         ,         ,         ,1.319e-16,1.661e-16,0.000e+00,0.000e+00,2.087e-17,0.000e+00,0.000e+00,6.284e-17,         ,         ,         ,         ,53.19045833333333,-27.703652777777776,0.46,ECDFS,CSC2.1,1.032e-15,CSC2.1
2CXO J033245.7-280324, 03 32 45.73,-28 03 24.14,0.77,0.47,2.8,10.29,                TRUE,FALSE,FALSE,FALSE,6.802e-15,5.741e-15,7.797e-15,         ,         ,         ,6.933e-15,5.921e-15,7.877e-15,         ,         ,8.484e-15,7.628e-15,9.341e-15,5.044e-15,4.091e-15,5.941e-15,1.534e-15,8.462e-15,7.616e-15,9.252e-15,FALSE,FALSE,FALSE, TRUE, TRUE,FALSE,False,FALSE,FALSE,FALSE,350.0569,5.136e-15,4.219e-15,5.992e-15,1.342e-15,1.168e-15,1.503e-15,1.634e-15,1.371e-15,1.897e-15,7.925e-17,0.000e+00,5.887e-16,         ,         ,         ,1.303e-15,1.752e-15,1.674e-15,1.361e-15,1.969e-15,0.000e+00,0.000e+00,6.819e-16,         ,         ,         ,         ,53.19054166666666,-28.056705555555556,0.77,ECDFS,CSC2.1,8.462e-15,CSC2.1
2CXO J033245.7-283115, 03 32 45.80,-28 31 15.60,0.71,0.57,20.1,4.37,                TRUE,FALSE,FALSE,FALSE,4.977e-14,3.828e-14,6.061e-14,         ,         ,         ,4.977e-14,3.828e-14,6.061e-14,         ,         ,5.178e-14,3.983e-14,6.307e-14,5.044e-14,3.840e-14,6.249e-14,1.431e-15,5.178e-14,3.983e-14,6.307e-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False,FALSE,FALSE,FALSE,89.66687,5.044e-14,3.840e-14,6.249e-14,1.431e-15,2.146e-16,2.575e-15,0.000e+00,0.000e+00,7.352e-16,         ,         ,         ,         ,         ,         ,2.146e-16,2.575e-15,0.000e+00,0.000e+00,7.352e-16,         ,         ,         ,         ,         ,         ,         ,53.19083333333333,-28.521,0.71,ECDFS,CSC2.1,5.178e-14,CSC2.1
2CXO J033246.3-274632, 03 32 46.35,-27 46 32.30,0.3,0.3,1.6,29.42,                TRUE,FALSE,FALSE,FALSE,3.697e-15,3.560e-15,3.824e-15,         ,         ,         ,3.697e-15,3.560e-15,3.824e-15,         ,         ,3.660e-15,3.527e-15,3.785e-15,3.584e-15,3.446e-15,3.714e-15,1.544e-16,3.660e-15,3.527e-15,3.785e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,2607.731,3.584e-15,3.446e-15,3.714e-15,1.544e-16,1.397e-16,1.692e-16,3.741e-18,0.000e+00,4.395e-17,1.099e-16,3.788e-17,1.781e-16,         ,         ,         ,1.397e-16,1.692e-16,3.741e-18,0.000e+00,4.395e-17,1.099e-16,3.788e-17,1.781e-16,         ,         ,         ,         ,53.193125,-27.77563888888889,0.3,ECDFS,CSC2.1,3.66e-15,CSC2.1
2CXO J033246.4-275414, 03 32 46.43,-27 54 14.25,0.42,0.41,45.7,7.93,                TRUE, TRUE,FALSE,FALSE,2.158e-16,1.102e-16,3.168e-16,         ,         ,         ,2.158e-16,1.102e-16,3.168e-16,         ,         ,4.301e-16,3.459e-16,5.142e-16,2.387e-16,1.492e-16,3.282e-16,1.225e-16,4.301e-16,3.459e-16,5.142e-16,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,125.8909,2.387e-16,1.492e-16,3.282e-16,1.225e-16,1.071e-16,1.379e-16,0.000e+00,0.000e+00,6.477e-17,0.000e+00,0.000e+00,5.707e-17,         ,         ,         ,1.071e-16,1.379e-16,0.000e+00,0.000e+00,6.477e-17,0.000e+00,0.000e+00,5.707e-17,         ,         ,         ,         ,53.19345833333333,-27.903958333333332,0.42,ECDFS,CSC2.1,4.301e-16,CSC2.1
2CXO J033246.5-275941, 03 32 46.54,-27 59 42.05,0.74,0.49,22.6,5.39,                TRUE, TRUE,FALSE,FALSE,2.138e-15,1.678e-15,2.572e-15,         ,         ,         ,2.387e-15,1.897e-15,2.876e-15,         ,         ,2.050e-15,1.611e-15,2.465e-15,1.837e-15,1.327e-15,2.322e-15,1.926e-16,2.290e-15,1.814e-15,2.736e-15,FALSE,FALSE,FALSE, TRUE, TRUE,FALSE,False,FALSE,FALSE,FALSE,74.1133,2.051e-15,1.497e-15,2.605e-15,2.802e-16,1.802e-16,3.753e-16,1.610e-16,6.964e-17,2.481e-16,0.000e+00,0.000e+00,3.691e-16,         ,         ,         ,1.123e-16,2.688e-16,1.644e-16,7.809e-17,2.466e-16,0.000e+00,0.000e+00,2.952e-16,         ,         ,         ,         ,53.19391666666667,-27.99501388888889,0.74,ECDFS,CSC2.1,2.29e-15,CSC2.1
2CXO J033246.7-274212, 03 32 46.77,-27 42 12.17,0.39,0.33,6.6,20.0,                TRUE, TRUE,FALSE,FALSE,1.115e-15,9.387e-16,1.281e-15,         ,         ,         ,1.115e-15,9.387e-16,1.281e-15,         ,         ,1.300e-15,1.178e-15,1.414e-15,6.348e-16,5.188e-16,7.508e-16,3.735e-16,1.300e-15,1.178e-15,1.414e-15,FALSE,FALSE,FALSE, TRUE, TRUE,FALSE,False,FALSE,FALSE,FALSE,869.2371,6.348e-16,5.188e-16,7.508e-16,3.735e-16,3.489e-16,3.966e-16,3.635e-16,3.188e-16,4.082e-16,0.000e+00,0.000e+00,7.560e-17,         ,         ,         ,3.489e-16,3.966e-16,3.635e-16,3.188e-16,4.082e-16,0.000e+00,0.000e+00,7.560e-17,         ,         ,         ,         ,53.194874999999996,-27.703380555555555,0.39,ECDFS,CSC2.1,1.3e-15,CSC2.1
2CXO J033246.8-275121, 03 32 46.85,-27 51 21.13,0.72,0.6,120.5,5.31,                TRUE,FALSE,FALSE,FALSE,3.431e-17,0.000e+00,9.803e-17,         ,         ,         ,2.245e-17,0.000e+00,9.387e-17,         ,         ,7.625e-17,2.383e-17,1.287e-16,0.000e+00,0.000e+00,7.206e-17,3.582e-17,7.558e-17,2.362e-17,1.275e-16,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE, TRUE,37.90721,0.000e+00,0.000e+00,7.011e-17,3.640e-17,2.846e-17,4.433e-17,0.000e+00,0.000e+00,2.494e-17,5.649e-17,0.000e+00,1.100e-16,         ,         ,         ,2.751e-17,4.360e-17,0.000e+00,0.000e+00,2.869e-17,5.918e-17,2.959e-18,1.124e-16,         ,         ,         ,         ,53.19520833333333,-27.855869444444444,0.72,ECDFS,CSC2.1,7.558e-17,CSC2.1
2CXO J033247.0-274346, 03 32 47.03,-27 43 46.69,0.39,0.37,5.0,11.15,                TRUE,FALSE,FALSE,FALSE,8.917e-16,7.519e-16,1.023e-15,         ,         ,         ,8.917e-16,7.519e-16,1.023e-15,         ,         ,1.085e-15,9.811e-16,1.182e-15,1.031e-15,9.228e-16,1.132e-15,6.615e-17,1.085e-15,9.811e-16,1.182e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,274.6466,1.031e-15,9.228e-16,1.132e-15,6.615e-17,5.439e-17,7.718e-17,         ,         ,         ,0.000e+00,0.000e+00,5.336e-17,         ,         ,         ,5.439e-17,7.718e-17,         ,         ,         ,0.000e+00,0.000e+00,5.336e-17,         ,         ,         ,         ,53.19595833333333,-27.72963611111111,0.39,ECDFS,CSC2.1,1.085e-15,CSC2.1
2CXO J033247.0-275333, 03 32 47.08,-27 53 33.86,0.33,0.32,89.9,19.74,                TRUE,FALSE,FALSE,FALSE,1.566e-15,1.424e-15,1.699e-15,         ,         ,         ,1.566e-15,1.424e-15,1.699e-15,         ,         ,1.634e-15,1.530e-15,1.738e-15,1.455e-15,1.326e-15,1.575e-15,3.155e-16,1.634e-15,1.530e-15,1.738e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,912.0344,1.455e-15,1.326e-15,1.575e-15,3.155e-16,2.950e-16,3.359e-16,0.000e+00,0.000e+00,4.182e-17,0.000e+00,0.000e+00,5.670e-17,         ,         ,         ,2.950e-16,3.359e-16,0.000e+00,0.000e+00,4.182e-17,0.000e+00,0.000e+00,5.670e-17,         ,         ,         ,         ,53.19616666666666,-27.89273888888889,0.33,ECDFS,CSC2.1,1.634e-15,CSC2.1
2CXO J033247.1-275147, 03 32 47.20,-27 51 47.80,0.39,0.37,95.9,7.87,                TRUE,FALSE,FALSE,FALSE,9.336e-17,3.591e-18,1.831e-16,         ,         ,         ,5.825e-17,0.000e+00,1.576e-16,         ,         ,1.371e-16,8.533e-17,1.890e-16,8.307e-17,2.005e-17,1.461e-16,7.418e-17,1.312e-16,8.049e-17,1.819e-16,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,147.3254,7.541e-17,1.396e-17,1.369e-16,7.180e-17,6.096e-17,8.265e-17,0.000e+00,0.000e+00,4.619e-17,0.000e+00,0.000e+00,5.537e-17,         ,         ,         ,6.298e-17,8.537e-17,5.543e-18,0.000e+00,4.877e-17,0.000e+00,0.000e+00,8.073e-17,         ,         ,         ,         ,53.196666666666665,-27.86327777777778,0.39,ECDFS,CSC2.1,1.312e-16,CSC2.1
2CXO J033247.1-275307, 03 32 47.16,-27 53 07.70,0.88,0.74,10.2,3.14,                TRUE,FALSE,FALSE,FALSE,0.000e+00,0.000e+00,5.905e-17,         ,         ,         ,0.000e+00,0.000e+00,9.159e-17,         ,         ,1.525e-16,6.183e-17,2.391e-16,1.716e-16,7.921e-17,2.640e-16,2.187e-17,2.126e-16,1.312e-16,2.941e-16,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,39.9673,2.282e-16,1.427e-16,3.138e-16,2.400e-17,8.001e-18,3.900e-17,         ,         ,         ,5.609e-17,2.805e-18,1.094e-16,         ,         ,         ,9.941e-19,4.275e-17,         ,         ,         ,6.002e-17,3.001e-18,1.170e-16,         ,         ,         ,         ,53.1965,-27.885472222222223,0.88,ECDFS,CSC2.1,2.126e-16,CSC2.1
2CXO J033247.2-274248, 03 32 47.32,-27 42 48.20,0.71,0.61,78.0,4.78,                TRUE, TRUE,FALSE,FALSE,0.000e+00,0.000e+00,8.702e-17,         ,         ,         ,0.000e+00,0.000e+00,7.478e-17,         ,         ,0.000e+00,0.000e+00,6.449e-17,         ,         ,         ,4.303e-17,0.000e+00,0.000e+00,2.123e-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False,FALSE,FALSE,FALSE,37.17631,0.000e+00,0.000e+00,5.716e-17,3.936e-17,2.803e-17,5.009e-17,0.000e+00,0.000e+00,2.243e-17,0.000e+00,0.000e+00,5.398e-17,         ,         ,         ,3.101e-17,5.442e-17,0.000e+00,0.000e+00,2.369e-17,0.000e+00,0.000e+00,5.862e-17,         ,         ,         ,         ,53.19716666666666,-27.71338888888889,0.71,ECDFS,CSC2.1,0.0,CSC2.1
2CXO J033247.4-282928, 03 32 47.47,-28 29 28.81,0.54,0.37,39.6,5.59,                TRUE,FALSE,FALSE,FALSE,4.285e-14,3.533e-14,5.037e-14,         ,         ,         ,4.285e-14,3.533e-14,5.037e-14,         ,         ,4.458e-14,3.672e-14,5.244e-14,2.980e-14,2.071e-14,3.839e-14,8.971e-15,4.458e-14,3.672e-14,5.244e-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False,FALSE,FALSE,FALSE,208.2414,2.980e-14,2.071e-14,3.839e-14,8.971e-15,6.728e-15,1.110e-14,7.954e-15,4.773e-15,1.099e-14,1.249e-14,0.000e+00,3.655e-14,         ,         ,         ,6.728e-15,1.110e-14,7.954e-15,4.773e-15,1.099e-14,1.249e-14,0.000e+00,3.655e-14,         ,         ,         ,         ,53.19779166666667,-28.491336111111114,0.54,ECDFS,CSC2.1,4.458e-14,CSC2.1
2CXO J033247.7-275038, 03 32 47.74,-27 50 38.29,0.39,0.32,96.2,11.73,                TRUE,FALSE,FALSE,FALSE,6.873e-16,6.052e-16,7.643e-16,         ,         ,         ,6.968e-16,6.148e-16,7.737e-16,         ,         ,7.594e-16,6.834e-16,8.312e-16,8.003e-16,7.201e-16,8.805e-16,4.718e-17,7.671e-16,6.912e-16,8.388e-16, TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,False,FALSE,FALSE,FALSE,269.261,8.103e-16,7.302e-16,8.905e-16,4.520e-17,3.679e-17,5.361e-17,         ,         ,         ,1.359e-16,5.521e-17,2.166e-16,         ,         ,         ,3.840e-17,5.596e-17,         ,         ,         ,1.404e-16,5.705e-17,2.238e-16,         ,         ,         ,         ,53.19891666666666,-27.843969444444443,0.39,ECDFS,CSC2.1,7.671e-16,CSC2.1
2CXO J033247.9-274148, 03 32 47.92,-27 41 48.07,0.3,0.3,77.7,59.63,                TRUE,FALSE,FALSE,FALSE,6.259e-15,5.560e-15,6.958e-15,         ,         ,         ,1.463e-14,1.435e-14,1.492e-14,         ,         ,5.171e-15,4.681e-15,5.660e-15,4.150e-15,3.678e-15,4.623e-15,1.265e-15,1.385e-14,1.359e-14,1.410e-14, TRUE,FALSE,FALSE, TRUE, TRUE,FALSE,False,FALSE,FALSE,FALSE,10515.83,7.402e-15,7.156e-15,7.632e-15,2.663e-15,2.595e-15,2.726e-15,3.309e-15,3.194e-15,3.416e-15,1.666e-15,1.201e-15,2.132e-15,         ,         ,         ,1.153e-15,1.378e-15,1.037e-16,0.000e+00,2.292e-16,0.000e+00,0.000e+00,2.001e-15,         ,         ,         ,         ,53.199666666666666,-27.696686111111113,0.3,ECDFS,CSC2.1,1.385e-14,CSC2.1
2CXO J033248.1-275256, 03 32 48.20,-27 52 56.92,0.33,0.33,156.0,19.5,                TRUE,FALSE,FALSE,FALSE,1.397e-15,1.249e-15,1.537e-15,         ,         ,         ,1.397e-15,1.249e-15,1.537e-15,         ,         ,1.560e-15,1.463e-15,1.657e-15,1.317e-15,1.199e-15,1.427e-15,3.079e-16,1.560e-15,1.463e-15,1.657e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,992.9403,1.317e-15,1.199e-15,1.427e-15,3.079e-16,2.871e-16,3.287e-16,3.416e-17,7.592e-18,6.073e-17,0.000e+00,0.000e+00,3.580e-17,         ,         ,         ,2.871e-16,3.287e-16,3.416e-17,7.592e-18,6.073e-17,0.000e+00,0.000e+00,3.580e-17,         ,         ,         ,         ,53.20083333333333,-27.88247777777778,0.33,ECDFS,CSC2.1,1.56e-15,CSC2.1
2CXO J033248.3-275626, 03 32 48.31,-27 56 26.63,1.46,1.46,0.0,2.92,            MARGINAL,FALSE,FALSE,FALSE,6.389e-16,2.738e-16,9.858e-16,         ,         ,         ,1.960e-16,5.512e-17,3.307e-16,         ,         ,7.394e-16,3.792e-16,1.100e-15,2.393e-16,0.000e+00,4.786e-16,3.725e-17,2.253e-16,1.070e-16,3.380e-16,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,14.90329,0.000e+00,0.000e+00,7.463e-17,0.000e+00,0.000e+00,4.884e-17,4.219e-17,2.110e-17,6.329e-17,0.000e+00,0.000e+00,8.259e-17,         ,         ,         ,0.000e+00,1.118e-16,5.284e-16,2.703e-16,7.865e-16,0.000e+00,0.000e+00,1.866e-15,         ,         ,         ,         ,53.20129166666667,-27.940730555555557,1.46,ECDFS,CSC2.1,2.253e-16,CSC2.1
2CXO J033248.5-274934, 03 32 48.53,-27 49 34.52,1.59,0.85,88.0,3.61,                TRUE,FALSE,FALSE,FALSE,0.000e+00,0.000e+00,3.173e-17,         ,         ,         ,0.000e+00,0.000e+00,3.065e-17,         ,         ,0.000e+00,0.000e+00,1.493e-17,0.000e+00,0.000e+00,3.908e-17,5.503e-18,,         ,         ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False,FALSE,FALSE,FALSE,26.98326,0.000e+00,0.000e+00,3.877e-17,8.239e-18,0.000e+00,3.790e-17,1.314e-17,6.037e-18,1.989e-17,0.000e+00,0.000e+00,9.407e-17,         ,         ,         ,0.000e+00,3.931e-17,1.343e-17,6.169e-18,2.032e-17,0.000e+00,0.000e+00,9.508e-17,         ,         ,         ,         ,53.20220833333333,-27.826255555555555,1.59,ECDFS,CSC2.1,,CSC2.1
2CXO J033248.5-280006, 03 32 48.53,-28 00 07.07,0.6,0.5,18.0,7.33,                TRUE, TRUE,FALSE,FALSE,1.273e-15,9.464e-16,1.583e-15,         ,         ,         ,1.344e-15,1.029e-15,1.659e-15,         ,         ,1.217e-15,9.364e-16,1.498e-15,2.434e-16,0.000e+00,4.868e-16,3.019e-16,1.280e-15,9.904e-16,1.554e-15,FALSE,FALSE,FALSE, TRUE, TRUE,FALSE,False,FALSE,FALSE,FALSE,98.76263,2.822e-16,3.024e-17,5.242e-16,4.135e-16,2.936e-16,5.273e-16,7.491e-16,5.739e-16,9.144e-16,         ,         ,         ,         ,         ,         ,2.123e-16,3.868e-16,6.255e-16,4.549e-16,7.961e-16,0.000e+00,0.000e+00,7.069e-16,         ,         ,         ,         ,53.20220833333333,-28.001963888888888,0.6,ECDFS,CSC2.1,1.28e-15,CSC2.1
2CXO J033248.7-274624, 03 32 48.76,-27 46 24.35,1.75,1.75,0.0,3.21,                TRUE,FALSE,FALSE,FALSE,         ,         ,         ,         ,         ,         ,0.000e+00,0.000e+00,4.231e-17,         ,         ,0.000e+00,0.000e+00,4.384e-17,0.000e+00,0.000e+00,3.302e-17,0.000e+00,0.000e+00,0.000e+00,3.633e-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False,FALSE,FALSE,FALSE,59.72458,0.000e+00,0.000e+00,3.324e-17,0.000e+00,0.000e+00,2.690e-17,1.801e-17,0.000e+00,4.237e-17,0.000e+00,0.000e+00,6.346e-17,         ,         ,         ,0.000e+00,2.660e-17,1.805e-17,0.000e+00,4.354e-17,0.000e+00,0.000e+00,2.694e-17,         ,         ,         ,         ,53.20316666666666,-27.773430555555553,1.75,ECDFS,CSC2.1,0.0,CSC2.1
2CXO J033248.9-280829, 03 32 48.91,-28 08 29.35,2.82,2.41,70.9,2.91,            MARGINAL,FALSE,FALSE,FALSE,0.000e+00,0.000e+00,6.992e-15,         ,         ,         ,2.811e-15,3.514e-16,5.154e-15,         ,         ,0.000e+00,0.000e+00,8.808e-15,0.000e+00,0.000e+00,7.459e-15,0.000e+00,4.977e-15,1.903e-15,7.905e-15,FALSE,FALSE,FALSE, TRUE,FALSE,FALSE,False,FALSE,FALSE,FALSE,10.58997,3.230e-15,5.384e-16,5.788e-15,1.005e-15,4.344e-16,1.548e-15,2.693e-15,8.713e-16,4.515e-15,0.000e+00,0.000e+00,2.948e-14,         ,         ,         ,0.000e+00,1.249e-15,9.162e-15,5.858e-15,1.232e-14,0.000e+00,0.000e+00,7.935e-14,         ,         ,         ,         ,53.20379166666667,-28.14148611111111,2.82,ECDFS,CSC2.1,4.977e-15,CSC2.1
